Frequency,CE-120-0,CE-120-1,CE-120-2,CE-120-3,CE-120-4,CE-120-5,CE-120-6,CE-120-7,CE-120-8,CE-120-9,CE-120-10,CE-120-11,CE-120-12,CE-120-13,CE-120-14,CE-120-15,CE-120-16,CE-120-17,CE-120-18,CE-120-19,CE-120-20,CS-120-1,CS-120-2,CS-120-3,CS-120-4,CS-120-5,CS-120-6,CS-120-7,CS-120-8,CS-120-9,CS-120-10,LEQ1218-0,LEQ1218-1,LEQ1218-2,LEQ1218-3,LEQ1218-4,LEQ1218-5,LEQ1218-6,LEQ1218-7,LEQ1218-8,LEQ1218-9,LEQ1218-10,LEQ1218-11,LEQ1218-12,LEQ1218-13,LEQ1218-14,LEQ1218-15,LEQ1218-16,LEQ1218-17,LEQ1218-18,LEQ1218-19,LEQ1218-20
289.25,0,-1.3552,-2.0449,-2.6999,-3.4837,-4.1376,-4.8246,-5.4781,-6.1444,-6.7996,-7.4892,-8.1442,-8.927,-9.5818,-10.272,-10.927,-11.593,-12.267,-12.934,-13.589,-14.371,-1.0448,-1.3551,-1.7001,-2.0323,-2.2624,-2.5754,-2.9219,-3.2556,-3.6004,-3.9108,0,-1.397895189,-2.195790378,-2.993685567,-3.791580756,-4.589475945,-5.387371134,-6.185266323,-6.983161512,-7.781056701,-8.57895189,-9.376847079,-10.17474227,-10.97263746,-11.77053265,-12.56842784,-13.36632302,-14.16421821,-14.9621134,-15.76000859,-16.55790378
295.25,0,-1.3465,-2.0346,-2.681,-3.4614,-4.1067,-4.7903,-5.4352,-6.0964,-6.7431,-7.4308,-8.0774,-8.8566,-9.5029,-10.191,-10.837,-11.498,-12.166,-12.827,-13.474,-14.253,-1.0535,-1.3654,-1.719,-2.0561,-2.2933,-2.6097,-2.9648,-3.3036,-3.6569,-3.9692,0,-1.39274055,-2.1854811,-2.978221649,-3.770962199,-4.563702749,-5.356443299,-6.149183849,-6.941924399,-7.734664948,-8.527405498,-9.320146048,-10.1128866,-10.90562715,-11.6983677,-12.49110825,-13.2838488,-14.07658935,-14.8693299,-15.66207045,-16.454811
301.25,0,-1.3378,-2.0242,-2.6623,-3.4391,-4.0759,-4.756,-5.3922,-6.0488,-6.687,-7.3729,-8.0111,-8.7866,-9.4244,-10.111,-10.749,-11.405,-12.065,-12.722,-13.36,-14.135,-1.0622,-1.3758,-1.7377,-2.0795,-2.3241,-2.644,-3.0078,-3.3512,-3.713,-4.0271,0,-1.387585911,-2.175171821,-2.962757732,-3.750343643,-4.537929553,-5.325515464,-6.113101375,-6.900687285,-7.688273196,-8.475859107,-9.263445017,-10.05103093,-10.83861684,-11.62620275,-12.41378866,-13.20137457,-13.98896048,-14.77654639,-15.5641323,-16.35171821
307.25,0,-1.3291,-2.014,-2.6438,-3.4168,-4.0452,-4.7215,-5.3491,-6.0014,-6.6314,-7.3153,-7.9452,-8.7169,-9.3464,-10.031,-10.66,-11.312,-11.965,-12.617,-13.247,-14.018,-1.0709,-1.386,-1.7562,-2.1023,-2.3548,-2.6785,-3.0509,-3.3986,-3.7686,-4.0847,0,-1.382431271,-2.164862543,-2.947293814,-3.729725086,-4.512156357,-5.294587629,-6.0770189,-6.859450172,-7.641881443,-8.424312715,-9.206743986,-9.989175258,-10.77160653,-11.5540378,-12.33646907,-13.11890034,-13.90133162,-14.68376289,-15.46619416,-16.24862543
313.25,0,-1.3205,-2.0038,-2.6254,-3.3945,-4.0147,-4.6869,-5.306,-5.9544,-6.5761,-7.2581,-7.8798,-8.6475,-9.2688,-9.9514,-10.573,-11.22,-11.865,-12.513,-13.134,-13.902,-1.0795,-1.3962,-1.7746,-2.1248,-2.3853,-2.7131,-3.094,-3.4456,-3.8239,-4.1419,0,-1.377276632,-2.154553265,-2.931829897,-3.709106529,-4.486383162,-5.263659794,-6.040936426,-6.818213058,-7.595489691,-8.372766323,-9.150042955,-9.927319588,-10.70459622,-11.48187285,-12.25914948,-13.03642612,-13.81370275,-14.59097938,-15.36825601,-16.14553265
319.25,0,-1.3118,-1.9936,-2.6071,-3.3722,-3.9842,-4.6523,-5.2629,-5.9078,-6.5212,-7.2014,-7.8148,-8.5785,-9.1916,-9.8723,-10.485,-11.129,-11.765,-12.409,-13.023,-13.786,-1.0882,-1.4064,-1.7929,-2.1468,-2.4158,-2.7477,-3.1371,-3.4922,-3.8788,-4.1986,0,-1.372121993,-2.144243986,-2.916365979,-3.688487973,-4.460609966,-5.232731959,-6.004853952,-6.776975945,-7.549097938,-8.321219931,-9.093341924,-9.865463918,-10.63758591,-11.4097079,-12.1818299,-12.95395189,-13.72607388,-14.49819588,-15.27031787,-16.04243986
325.25,0,-1.3032,-1.9835,-2.5889,-3.3499,-3.9538,-4.6175,-5.2198,-5.8614,-6.4667,-7.1449,-7.7503,-8.5099,-9.1148,-9.7935,-10.399,-11.039,-11.666,-12.306,-12.912,-13.671,-1.0968,-1.4165,-1.8111,-2.1684,-2.4462,-2.7825,-3.1802,-3.5386,-3.9333,-4.2551,0,-1.366967354,-2.133934708,-2.900902062,-3.667869416,-4.43483677,-5.201804124,-5.968771478,-6.735738832,-7.502706186,-8.26967354,-9.036640893,-9.803608247,-10.5705756,-11.33754296,-12.10451031,-12.87147766,-13.63844502,-14.40541237,-15.17237973,-15.93934708
331.25,0,-1.2947,-1.9735,-2.5708,-3.3276,-3.9235,-4.5827,-5.1768,-5.8153,-6.4125,-7.0889,-7.6862,-8.4415,-9.0385,-9.7152,-10.312,-10.949,-11.567,-12.204,-12.802,-13.557,-1.1053,-1.4265,-1.8292,-2.1897,-2.4765,-2.8173,-3.2232,-3.5847,-3.9875,-4.3111,0,-1.361812715,-2.12362543,-2.885438144,-3.647250859,-4.409063574,-5.170876289,-5.932689003,-6.694501718,-7.456314433,-8.218127148,-8.979939863,-9.741752577,-10.50356529,-11.26537801,-12.02719072,-12.78900344,-13.55081615,-14.31262887,-15.07444158,-15.8362543
337.25,0,-1.2862,-1.9634,-2.5529,-3.3053,-3.8933,-4.5478,-5.1338,-5.7696,-6.3588,-7.0331,-7.6226,-8.3735,-8.9625,-9.6371,-10.226,-10.86,-11.468,-12.103,-12.692,-13.443,-1.1138,-1.4366,-1.8471,-2.2106,-2.5067,-2.8522,-3.2662,-3.6304,-4.0412,-4.3669,0,-1.356658076,-2.113316151,-2.869974227,-3.626632302,-4.383290378,-5.139948454,-5.896606529,-6.653264605,-7.40992268,-8.166580756,-8.923238832,-9.679896907,-10.43655498,-11.19321306,-11.94987113,-12.70652921,-13.46318729,-14.21984536,-14.97650344,-15.73316151
343.25,0,-1.2778,-1.9534,-2.5352,-3.283,-3.8632,-4.5129,-5.0908,-5.7242,-6.3055,-6.9778,-7.5594,-8.3058,-8.887,-9.5595,-10.141,-10.772,-11.37,-12.002,-12.584,-13.33,-1.1222,-1.4466,-1.8648,-2.2312,-2.5368,-2.8871,-3.3092,-3.6758,-4.0945,-4.4222,0,-1.351503436,-2.103006873,-2.854510309,-3.606013746,-4.357517182,-5.109020619,-5.860524055,-6.612027491,-7.363530928,-8.115034364,-8.866537801,-9.618041237,-10.36954467,-11.12104811,-11.87255155,-12.62405498,-13.37555842,-14.12706186,-14.87856529,-15.63006873
349.25,0,-1.2694,-1.9434,-2.5175,-3.2607,-3.8332,-4.478,-5.048,-5.679,-6.2525,-6.9227,-7.4966,-8.2384,-8.8118,-9.4821,-10.056,-10.684,-11.272,-11.902,-12.476,-13.217,-1.1306,-1.4566,-1.8825,-2.2515,-2.5668,-2.922,-3.352,-3.721,-4.1475,-4.4773,0,-1.346348797,-2.092697595,-2.839046392,-3.585395189,-4.331743986,-5.078092784,-5.824441581,-6.570790378,-7.317139175,-8.063487973,-8.80983677,-9.556185567,-10.30253436,-11.04888316,-11.79523196,-12.54158076,-13.28792955,-14.03427835,-14.78062715,-15.52697595
355.25,0,-1.2611,-1.9335,-2.5,-3.2384,-3.8033,-4.4431,-5.0052,-5.6341,-6.1999,-6.868,-7.4342,-8.1712,-8.7371,-9.4051,-9.9712,-10.597,-11.175,-11.802,-12.368,-13.105,-1.1389,-1.4665,-1.9,-2.2715,-2.5967,-2.9569,-3.3948,-3.7659,-4.2001,-4.532,0,-1.341194158,-2.082388316,-2.823582474,-3.564776632,-4.30597079,-5.047164948,-5.788359107,-6.529553265,-7.270747423,-8.011941581,-8.753135739,-9.494329897,-10.23552405,-10.97671821,-11.71791237,-12.45910653,-13.20030069,-13.94149485,-14.682689,-15.42388316
361.25,0,-1.253,-1.9236,-2.4826,-3.2161,-3.7736,-4.4082,-4.9626,-5.5895,-6.1478,-6.8135,-7.3722,-8.1044,-8.6627,-9.3283,-9.887,-10.511,-11.078,-11.703,-12.262,-12.994,-1.147,-1.4764,-1.9174,-2.2913,-2.6264,-2.9918,-3.4374,-3.8105,-4.2522,-4.5865,0,-1.336039519,-2.072079038,-2.808118557,-3.544158076,-4.280197595,-5.016237113,-5.752276632,-6.488316151,-7.22435567,-7.960395189,-8.696434708,-9.432474227,-10.16851375,-10.90455326,-11.64059278,-12.3766323,-13.11267182,-13.84871134,-14.58475086,-15.32079038
367.25,0,-1.2449,-1.9136,-2.4653,-3.1937,-3.7439,-4.3733,-4.9202,-5.5452,-6.096,-6.7594,-7.3107,-8.0378,-8.5888,-9.2519,-9.8032,-10.425,-10.982,-11.605,-12.156,-12.883,-1.1551,-1.4864,-1.9347,-2.3108,-2.6561,-3.0267,-3.4798,-3.8548,-4.304,-4.6406,0,-1.33088488,-2.061769759,-2.792654639,-3.523539519,-4.254424399,-4.985309278,-5.716194158,-6.447079038,-7.177963918,-7.908848797,-8.639733677,-9.370618557,-10.10150344,-10.83238832,-11.5632732,-12.29415808,-13.02504296,-13.75592784,-14.48681271,-15.21769759
373.25,0,-1.237,-1.9037,-2.4482,-3.1714,-3.7144,-4.3385,-4.8779,-5.5012,-6.0445,-6.7055,-7.2495,-7.9715,-8.5152,-9.1758,-9.7198,-10.339,-10.886,-11.507,-12.051,-12.773,-1.163,-1.4963,-1.9518,-2.3301,-2.6856,-3.0615,-3.5221,-3.8988,-4.3555,-4.6945,0,-1.325730241,-2.051460481,-2.777190722,-3.502920962,-4.228651203,-4.954381443,-5.680111684,-6.405841924,-7.131572165,-7.857302405,-8.583032646,-9.308762887,-10.03449313,-10.76022337,-11.48595361,-12.21168385,-12.93741409,-13.66314433,-14.38887457,-15.11460481
379.25,0,-1.2291,-1.8939,-2.4312,-3.149,-3.685,-4.3037,-4.8358,-5.4574,-5.9935,-6.6519,-7.1887,-7.9055,-8.442,-9.0999,-9.6368,-10.254,-10.79,-11.409,-11.946,-12.663,-1.1709,-1.5061,-1.9688,-2.3492,-2.715,-3.0963,-3.5642,-3.9426,-4.4065,-4.7481,0,-1.320575601,-2.041151203,-2.761726804,-3.482302405,-4.202878007,-4.923453608,-5.64402921,-6.364604811,-7.085180412,-7.805756014,-8.526331615,-9.246907216,-9.967482818,-10.68805842,-11.40863402,-12.12920962,-12.84978522,-13.57036082,-14.29093643,-15.01151203
385.25,0,-1.2214,-1.884,-2.4143,-3.1266,-3.6556,-4.269,-4.7939,-5.4139,-5.9429,-6.5986,-7.1283,-7.8397,-8.3692,-9.0242,-9.5542,-10.17,-10.695,-11.313,-11.842,-12.553,-1.1786,-1.516,-1.9857,-2.3681,-2.7444,-3.131,-3.6061,-3.9861,-4.4571,-4.8014,0,-1.315420962,-2.030841924,-2.746262887,-3.461683849,-4.177104811,-4.892525773,-5.607946735,-6.323367698,-7.03878866,-7.754209622,-8.469630584,-9.185051546,-9.900472509,-10.61589347,-11.33131443,-12.0467354,-12.76215636,-13.47757732,-14.19299828,-14.90841924
391.25,0,-1.2139,-1.8741,-2.3975,-3.1042,-3.6264,-4.2343,-4.7522,-5.3706,-5.8926,-6.5455,-7.0683,-7.7741,-8.2967,-8.9488,-9.4719,-10.085,-10.601,-11.216,-11.739,-12.445,-1.1861,-1.5259,-2.0025,-2.3869,-2.7736,-3.1657,-3.6478,-4.0294,-4.5074,-4.8545,0,-1.310266323,-2.020532646,-2.730798969,-3.441065292,-4.151331615,-4.861597938,-5.571864261,-6.282130584,-6.992396907,-7.70266323,-8.412929553,-9.123195876,-9.833462199,-10.54372852,-11.25399485,-11.96426117,-12.67452749,-13.38479381,-14.09506014,-14.80532646
397.25,0,-1.2065,-1.8642,-2.3809,-3.0818,-3.5974,-4.1998,-4.7108,-5.3276,-5.8427,-6.4927,-7.0087,-7.7088,-8.2247,-8.8737,-9.39,-10.002,-10.507,-11.12,-11.636,-12.336,-1.1935,-1.5358,-2.0191,-2.4055,-2.8026,-3.2002,-3.6892,-4.0724,-4.5573,-4.9073,0,-1.305111684,-2.010223368,-2.715335052,-3.420446735,-4.125558419,-4.830670103,-5.535781787,-6.240893471,-6.946005155,-7.651116838,-8.356228522,-9.061340206,-9.76645189,-10.47156357,-11.17667526,-11.88178694,-12.58689863,-13.29201031,-13.99712199,-14.70223368
403.25,0,-1.1993,-1.8543,-2.3644,-3.0594,-3.5684,-4.1654,-4.6696,-5.2849,-5.7932,-6.4401,-6.9495,-7.6437,-8.1529,-8.7988,-9.3085,-9.9182,-10.413,-11.025,-11.534,-12.229,-1.2007,-1.5457,-2.0356,-2.4241,-2.8316,-3.2346,-3.7304,-4.1151,-4.6068,-4.9599,0,-1.299957045,-1.999914089,-2.699871134,-3.399828179,-4.099785223,-4.799742268,-5.499699313,-6.199656357,-6.899613402,-7.599570447,-8.299527491,-8.999484536,-9.699441581,-10.39939863,-11.09935567,-11.79931271,-12.49926976,-13.1992268,-13.89918385,-14.59914089
409.25,0,-1.1922,-1.8444,-2.348,-3.0369,-3.5395,-4.1311,-4.6288,-5.2423,-5.7441,-6.3878,-6.8906,-7.5789,-8.0816,-8.724,-9.2273,-9.835,-10.32,-10.93,-11.433,-12.121,-1.2078,-1.5556,-2.052,-2.4425,-2.8605,-3.2689,-3.7712,-4.1577,-4.6559,-5.0122,0,-1.294802405,-1.989604811,-2.684407216,-3.379209622,-4.074012027,-4.768814433,-5.463616838,-6.158419244,-6.853221649,-7.548024055,-8.24282646,-8.937628866,-9.632431271,-10.32723368,-11.02203608,-11.71683849,-12.41164089,-13.1064433,-13.8012457,-14.49604811
415.25,0,-1.1853,-1.8345,-2.3318,-3.0144,-3.5108,-4.097,-4.5882,-5.2001,-5.6954,-6.3356,-6.8321,-7.5142,-8.0106,-8.6495,-9.1464,-9.7522,-10.227,-10.836,-11.332,-12.014,-1.2147,-1.5655,-2.0682,-2.4608,-2.8892,-3.303,-3.8118,-4.1999,-4.7046,-5.0644,0,-1.289647766,-1.979295533,-2.668943299,-3.358591065,-4.048238832,-4.737886598,-5.427534364,-6.117182131,-6.806829897,-7.496477663,-8.18612543,-8.875773196,-9.565420962,-10.25506873,-10.94471649,-11.63436426,-12.32401203,-13.01365979,-13.70330756,-14.39295533
421.25,0,-1.1786,-1.8245,-2.3157,-2.9919,-3.4822,-4.063,-4.548,-5.158,-5.647,-6.2837,-6.7739,-7.4498,-7.9399,-8.5751,-9.0659,-9.6696,-10.135,-10.742,-11.232,-11.908,-1.2214,-1.5755,-2.0843,-2.4792,-2.9178,-3.337,-3.852,-4.242,-4.753,-5.1163,0,-1.284493127,-1.968986254,-2.653479381,-3.337972509,-4.022465636,-4.706958763,-5.39145189,-6.075945017,-6.760438144,-7.444931271,-8.129424399,-8.813917526,-9.498410653,-10.18290378,-10.86739691,-11.55189003,-12.23638316,-12.92087629,-13.60536942,-14.28986254
427.25,0,-1.1722,-1.8146,-2.2997,-2.9694,-3.4537,-4.0292,-4.5081,-5.1162,-5.599,-6.232,-6.7161,-7.3855,-7.8696,-8.5009,-8.9857,-9.5873,-10.044,-10.648,-11.132,-11.802,-1.2278,-1.5854,-2.1003,-2.4974,-2.9463,-3.3708,-3.8919,-4.2838,-4.801,-5.168,0,-1.279338488,-1.958676976,-2.638015464,-3.317353952,-3.99669244,-4.676030928,-5.355369416,-6.034707904,-6.714046392,-7.39338488,-8.072723368,-8.752061856,-9.431400344,-10.11073883,-10.79007732,-11.46941581,-12.1487543,-12.82809278,-13.50743127,-14.18676976
433.25,0,-1.1659,-1.8046,-2.2838,-2.9468,-3.4254,-3.9956,-4.4686,-5.0745,-5.5514,-6.1804,-6.6586,-7.3214,-7.7996,-8.4269,-8.9058,-9.5051,-9.9527,-10.555,-11.033,-11.696,-1.2341,-1.5954,-2.1162,-2.5157,-2.9746,-3.4044,-3.9314,-4.3255,-4.8486,-5.2196,0,-1.274183849,-1.948367698,-2.622551546,-3.296735395,-3.970919244,-4.645103093,-5.319286942,-5.99347079,-6.667654639,-7.341838488,-8.016022337,-8.690206186,-9.364390034,-10.03857388,-10.71275773,-11.38694158,-12.06112543,-12.73530928,-13.40949313,-14.08367698
439.25,0,-1.1599,-1.7946,-2.2681,-2.9242,-3.3971,-3.9621,-4.4294,-5.0331,-5.5042,-6.129,-6.6014,-7.2575,-7.73,-8.353,-8.8262,-9.4231,-9.8623,-10.462,-10.935,-11.591,-1.2401,-1.6054,-2.1319,-2.534,-3.0029,-3.4379,-3.9706,-4.3669,-4.8958,-5.271,0,-1.26902921,-1.938058419,-2.607087629,-3.276116838,-3.945146048,-4.614175258,-5.283204467,-5.952233677,-6.621262887,-7.290292096,-7.959321306,-8.628350515,-9.297379725,-9.966408935,-10.63543814,-11.30446735,-11.97349656,-12.64252577,-13.31155498,-13.98058419
445.25,0,-1.154,-1.7846,-2.2525,-2.9016,-3.369,-3.9289,-4.3907,-4.9919,-5.4574,-6.0778,-6.5446,-7.1938,-7.6607,-8.2793,-8.7469,-9.3412,-9.7724,-10.37,-10.837,-11.486,-1.246,-1.6154,-2.1475,-2.5523,-3.031,-3.4711,-4.0093,-4.4081,-4.9426,-5.3222,0,-1.26387457,-1.927749141,-2.591623711,-3.255498282,-3.919372852,-4.583247423,-5.247121993,-5.910996564,-6.574871134,-7.238745704,-7.902620275,-8.566494845,-9.230369416,-9.894243986,-10.55811856,-11.22199313,-11.8858677,-12.54974227,-13.21361684,-13.87749141
450,0,-1.1496,-1.7766,-2.2402,-2.8837,-3.3469,-3.9028,-4.3603,-4.9594,-5.4206,-6.0374,-6.4999,-7.1435,-7.6061,-8.221,-8.6843,-9.2765,-9.7016,-10.297,-10.759,-11.403,-1.2504,-1.6234,-2.1598,-2.5669,-3.0531,-3.4972,-4.0397,-4.4406,-4.9794,-5.3626,0,-1.259793814,-1.919587629,-2.579381443,-3.239175258,-3.898969072,-4.558762887,-5.218556701,-5.878350515,-6.53814433,-7.197938144,-7.857731959,-8.517525773,-9.177319588,-9.837113402,-10.49690722,-11.15670103,-11.81649485,-12.47628866,-13.13608247,-13.79587629
451.25,0,-1.1485,-1.7745,-2.237,-2.879,-3.341,-3.896,-4.3524,-4.9509,-5.4109,-6.0268,-6.4881,-7.1302,-7.5917,-8.2056,-8.6679,-9.2594,-9.6831,-10.278,-10.739,-11.381,-1.2515,-1.6255,-2.163,-2.5707,-3.059,-3.504,-4.0476,-4.4491,-4.9891,-5.3732,0,-1.258719931,-1.917439863,-2.576159794,-3.234879725,-3.893599656,-4.552319588,-5.211039519,-5.86975945,-6.528479381,-7.187199313,-7.845919244,-8.504639175,-9.163359107,-9.822079038,-10.48079897,-11.1395189,-11.79823883,-12.45695876,-13.11567869,-13.77439863
457.25,0,-1.1431,-1.7644,-2.2216,-2.8563,-3.3132,-3.8633,-4.3145,-4.9101,-5.3648,-5.9759,-6.432,-7.0668,-7.5231,-8.1321,-8.5891,-9.1777,-9.5943,-10.186,-10.642,-11.277,-1.2569,-1.6356,-2.1784,-2.5892,-3.0868,-3.5367,-4.0855,-4.4899,-5.0352,-5.4241,0,-1.253565292,-1.907130584,-2.560695876,-3.214261168,-3.86782646,-4.521391753,-5.174957045,-5.828522337,-6.482087629,-7.135652921,-7.789218213,-8.442783505,-9.096348797,-9.749914089,-10.40347938,-11.05704467,-11.71060997,-12.36417526,-13.01774055,-13.67130584
463.25,0,-1.1381,-1.7542,-2.2064,-2.8335,-3.2855,-3.8308,-4.2771,-4.8695,-5.3191,-5.9251,-6.3761,-7.0036,-7.4548,-8.0587,-8.5106,-9.0961,-9.5061,-10.095,-10.546,-11.173,-1.2619,-1.6458,-2.1936,-2.6077,-3.1145,-3.5692,-4.1229,-4.5305,-5.0809,-5.4749,0,-1.248410653,-1.896821306,-2.545231959,-3.193642612,-3.842053265,-4.490463918,-5.13887457,-5.787285223,-6.435695876,-7.084106529,-7.732517182,-8.380927835,-9.029338488,-9.677749141,-10.32615979,-10.97457045,-11.6229811,-12.27139175,-12.91980241,-13.56821306
469.25,0,-1.1333,-1.744,-2.1913,-2.8108,-3.2579,-3.7986,-4.2402,-4.829,-5.2738,-5.8744,-6.3205,-6.9404,-7.3868,-7.9853,-8.4324,-9.0144,-9.4185,-10.004,-10.45,-11.07,-1.2667,-1.656,-2.2087,-2.6264,-3.1421,-3.6014,-4.1598,-4.571,-5.1262,-5.5256,0,-1.243256014,-1.886512027,-2.529768041,-3.173024055,-3.816280069,-4.459536082,-5.102792096,-5.74604811,-6.389304124,-7.032560137,-7.675816151,-8.319072165,-8.962328179,-9.605584192,-10.24884021,-10.89209622,-11.53535223,-12.17860825,-12.82186426,-13.46512027
475.25,0,-1.1288,-1.7337,-2.1763,-2.788,-3.2304,-3.7667,-4.2037,-4.7888,-5.2288,-5.8239,-6.2653,-6.8774,-7.3191,-7.912,-8.3544,-8.9327,-9.3315,-9.9128,-10.354,-10.966,-1.2712,-1.6663,-2.2237,-2.6452,-3.1696,-3.6333,-4.1963,-4.6112,-5.1712,-5.5761,0,-1.238101375,-1.876202749,-2.514304124,-3.152405498,-3.790506873,-4.428608247,-5.066709622,-5.704810997,-6.342912371,-6.981013746,-7.61911512,-8.257216495,-8.895317869,-9.533419244,-10.17152062,-10.80962199,-11.44772337,-12.08582474,-12.72392612,-13.36202749
481.25,0,-1.1246,-1.7234,-2.1614,-2.7651,-3.2031,-3.7352,-4.1678,-4.7487,-5.1842,-5.7735,-6.2103,-6.8145,-7.2517,-7.8388,-8.2767,-8.8509,-9.245,-9.8223,-10.259,-10.863,-1.2754,-1.6766,-2.2386,-2.6642,-3.1969,-3.6648,-4.2322,-4.6513,-5.2158,-5.6265,0,-1.232946735,-1.865893471,-2.498840206,-3.131786942,-3.764733677,-4.397680412,-5.030627148,-5.663573883,-6.296520619,-6.929467354,-7.562414089,-8.195360825,-8.82830756,-9.461254296,-10.09420103,-10.72714777,-11.3600945,-11.99304124,-12.62598797,-13.25893471
487.25,0,-1.1206,-1.713,-2.1467,-2.7422,-3.1759,-3.7039,-4.1325,-4.7088,-5.14,-5.7231,-6.1557,-6.7518,-7.1846,-7.7657,-8.1991,-8.7691,-9.1592,-9.7321,-10.164,-10.761,-1.2794,-1.687,-2.2533,-2.6834,-3.2241,-3.6961,-4.2675,-4.6912,-5.26,-5.6769,0,-1.227792096,-1.855584192,-2.483376289,-3.111168385,-3.738960481,-4.366752577,-4.994544674,-5.62233677,-6.250128866,-6.877920962,-7.505713058,-8.133505155,-8.761297251,-9.389089347,-10.01688144,-10.64467354,-11.27246564,-11.90025773,-12.52804983,-13.15584192
493.25,0,-1.117,-1.7026,-2.1321,-2.7193,-3.1489,-3.673,-4.0977,-4.669,-5.0962,-5.6729,-6.1013,-6.6891,-7.1178,-7.6925,-8.1218,-8.6871,-9.074,-9.6421,-10.07,-10.658,-1.283,-1.6974,-2.2679,-2.7027,-3.2511,-3.727,-4.3023,-4.731,-5.3038,-5.7271,0,-1.222637457,-1.845274914,-2.467912371,-3.090549828,-3.713187285,-4.335824742,-4.958462199,-5.581099656,-6.203737113,-6.82637457,-7.449012027,-8.071649485,-8.694286942,-9.316924399,-9.939561856,-10.56219931,-11.18483677,-11.80747423,-12.43011168,-13.05274914
499.25,0,-1.1137,-1.6921,-2.1176,-2.6963,-3.122,-3.6424,-4.0635,-4.6294,-5.0527,-5.6227,-6.0472,-6.6265,-7.0513,-7.6194,-8.0448,-8.605,-8.9894,-9.5523,-9.9767,-10.556,-1.2863,-1.7079,-2.2824,-2.7223,-3.278,-3.7576,-4.3365,-4.7706,-5.3473,-5.7773,0,-1.217482818,-1.834965636,-2.452448454,-3.069931271,-3.687414089,-4.304896907,-4.922379725,-5.539862543,-6.157345361,-6.774828179,-7.392310997,-8.009793814,-8.627276632,-9.24475945,-9.862242268,-10.47972509,-11.0972079,-11.71469072,-12.33217354,-12.94965636
505.25,0,-1.1108,-1.6815,-2.1032,-2.6733,-3.0952,-3.6122,-4.0298,-4.59,-5.0097,-5.5726,-5.9934,-6.5641,-6.9851,-7.5463,-7.9679,-8.5227,-8.9055,-9.4627,-9.8834,-10.454,-1.2892,-1.7185,-2.2968,-2.7422,-3.3048,-3.7878,-4.3702,-4.81,-5.3903,-5.8274,0,-1.212328179,-1.824656357,-2.436984536,-3.049312715,-3.661640893,-4.273969072,-4.886297251,-5.49862543,-6.110953608,-6.723281787,-7.335609966,-7.947938144,-8.560266323,-9.172594502,-9.78492268,-10.39725086,-11.00957904,-11.62190722,-12.2342354,-12.84656357
511.25,0,-1.1081,-1.6709,-2.089,-2.6502,-3.0685,-3.5824,-3.9969,-4.5507,-4.9669,-5.5226,-5.9398,-6.5017,-6.9192,-7.4732,-7.8912,-8.4402,-8.8222,-9.3734,-9.7905,-10.352,-1.2919,-1.7291,-2.311,-2.7623,-3.3315,-3.8176,-4.4031,-4.8493,-5.4331,-5.8774,0,-1.20717354,-1.814347079,-2.421520619,-3.028694158,-3.635867698,-4.243041237,-4.850214777,-5.457388316,-6.064561856,-6.671735395,-7.278908935,-7.886082474,-8.493256014,-9.100429553,-9.707603093,-10.31477663,-10.92195017,-11.52912371,-12.13629725,-12.74347079
517.25,0,-1.1059,-1.6601,-2.0749,-2.6271,-3.0421,-3.553,-3.9645,-4.5115,-4.9246,-5.4726,-5.8865,-6.4393,-6.8535,-7.4,-7.8147,-8.3574,-8.7395,-9.2842,-9.6981,-10.251,-1.2941,-1.7399,-2.3251,-2.7827,-3.3579,-3.847,-4.4355,-4.8885,-5.4754,-5.9274,0,-1.2020189,-1.804037801,-2.406056701,-3.008075601,-3.610094502,-4.212113402,-4.814132302,-5.416151203,-6.018170103,-6.620189003,-7.222207904,-7.824226804,-8.426245704,-9.028264605,-9.630283505,-10.23230241,-10.83432131,-11.43634021,-12.03835911,-12.64037801
523.25,0,-1.1039,-1.6493,-2.0609,-2.604,-3.0157,-3.524,-3.9328,-4.4725,-4.8826,-5.4226,-5.8335,-6.3771,-6.7882,-7.3269,-7.7384,-8.2744,-8.6575,-9.1952,-9.606,-10.15,-1.2961,-1.7507,-2.3391,-2.8034,-3.3843,-3.876,-4.4672,-4.9275,-5.5174,-5.9774,0,-1.196864261,-1.793728522,-2.390592784,-2.987457045,-3.584321306,-4.181185567,-4.778049828,-5.374914089,-5.971778351,-6.568642612,-7.165506873,-7.762371134,-8.359235395,-8.956099656,-9.552963918,-10.14982818,-10.74669244,-11.3435567,-11.94042096,-12.53728522
529.25,0,-1.1024,-1.6384,-2.047,-2.5807,-2.9895,-3.4954,-3.9018,-4.4336,-4.841,-5.3727,-5.7807,-6.3148,-6.7231,-7.2537,-7.6622,-8.191,-8.5761,-9.1063,-9.5143,-10.049,-1.2976,-1.7616,-2.353,-2.8244,-3.4105,-3.9046,-4.4982,-4.9664,-5.559,-6.0273,0,-1.191709622,-1.783419244,-2.375128866,-2.966838488,-3.55854811,-4.150257732,-4.741967354,-5.333676976,-5.925386598,-6.51709622,-7.108805842,-7.700515464,-8.292225086,-8.883934708,-9.47564433,-10.06735395,-10.65906357,-11.2507732,-11.84248282,-12.43419244
